title_year,budget,movie_title,gross
2008,28000000,'How to Lose Friends & Alienate People',2775593
2007,28000000,'Alatriste',0
2007,27500000,'Knocked Up',148761765
1983,27500000,'Octopussy',67900000
2009,27500000,'My Sister's Keeper',49200230
2008,27500000,'Welcome Home Roscoe Jenkins',42436517
2012,27500000,'Joyful Noise',30932113
1984,27500000,'A Passage to India',27187653
2006,27500000,'Notes on a Scandal',17510118
2007,27500000,'Rendition',9736045
2011,27500000,'Anonymous',4463292
2011,27000000,'Limitless',79249455
1991,27000000,'Star Trek VI: The Undiscovered Country',74888996
2002,27000000,'The Divine Secrets of the Ya-Ya Sisterhood',69586544
1997,27000000,'Kiss the Girls',60527873
1980,27000000,'The Blues Brothers',57229890
1994,27000000,'The Jungle Book',44342956
2008,27000000,'The Sisterhood of the Traveling Pants 2',44089964
2016,27000000,'Money Monster',41012075
2002,27000000,'About a Boy',40803000
2011,27000000,'Spy Kids: All the Time in the World',38536376
1999,27000000,'Lake Placid',31770413
2006,27000000,'Lucky Number Slevin',22495466
1983,27000000,'The Right Stuff',21500000
1984,27000000,'Die Unendliche Geschichte',21300000
1998,27000000,'Dark City',14435076
2008,27000000,'The Duchess',13848978
2010,27000000,'Case 39',13261851
2005,27000000,'The Honeymooners',12834849
1985,27000000,'Return to Oz',10618813
1998,27000000,'The Newton Boys',10341093
2004,27000000,'Suspect Zero',8712564
2007,27000000,'The Martian Child',7500310
2002,27000000,'Formula 51',5204007
1999,27000000,'Flawless',4485485
2005,27000000,'Mindhunters',4476235
2008,27000000,'What Just Happened',1090947
2003,27000000,'The Statement',765637
2006,27000000,'The Magic Flute',0
2009,26000000,'Paul Blart: Mall Cop',146336178
2003,26000000,'Freaky Friday',110222438
2005,26000000,'The 40 Year-old Virgin',109449237
1998,26000000,'Shakespeare in Love',100317794
1990,26000000,'Kindergarten Cop',91457688
2008,26000000,'The Pineapple Express',87341380
1993,26000000,'Philadelphia',77324422
1998,26000000,'Ever After: A Cinderella Story',65705772
1990,26000000,'Flatliners',61308153
2003,26000000,'Open Range',58331254
2005,26000000,'Red Eye',57891803
2011,26000000,'New Year\xc3\xa2\xe2\x82\xac\xe2\x84\xa2s Eve',54544638
1977,26000000,'A Bridge Too Far',50800000
2013,26000000,'Pain & Gain',49875291
2003,26000000,'Final Destination 2',46896664
2000,26000000,'O Brother, Where Art Thou?'',45506619
2004,26000000,'In Good Company',45489752
2010,26000000,'Legion',40168080
2012,26000000,'Lawless',37397291
2002,26000000,'Clockstoppers',36985501
1985,26000000,'Silverado',33200000
2009,26000000,'Brothers',28544157
2014,26000000,'The Best of Me',26766213
2004,26000000,'Agent Cody Banks 2: Destination London',23514247
2001,26000000,'Original Sin',16521410
2012,26000000,'The Raven',16008272
2004,26000000,'Welcome to Mooseport',14469428
1995,26000000,'Highlander III: The Sorcerer',13738574
2015,26000000,'Self/Less',12279691
2001,26000000,'The Curse of the Jade Scorpion',7496522
2013,26000000,'The Fifth Estate',3254172
1997,26000000,'Blood and Wine',1083350
2014,26000000,'Blood Ties',42472
1997,26000000,'The Grimm Brothers' Snow White',5000
2015,26000000,'Viy',0
2015,26000000,'Accidental Love',0
2015,26000000,'The Face of an Angel',0
1996,25530000,'Flipper',20080020
2005,25500000,'The Constant Gardener',33579798
2008,25100000,'W.',25534493
2004,25000000,'The Passion of the Christ',370782930
1993,25000000,'Mrs. Doubtfire',219195051
1988,25000000,'Rain Man',172825435
2011,25000000,'The Help',169705587
2008,25000000,'Gran Torino',148095302
2009,25000000,'Taken',145000989
2014,25000000,'Ride Along',134202565
1992,25000000,'The Bodyguard',121945720
1993,25000000,'Schindler's List',96067179
2003,25000000,'Legally Blonde 2: Red, White & Blonde'',90639088
2004,25000000,'Scooby-Doo 2: Monsters Unleashed',84185387
2004,25000000,'Anchorman: The Legend of Ron Burgundy',84136909
2003,25000000,'Freddy vs. Jason',82622655
2007,25000000,'Bridge to Terabithia',82234139
2001,25000000,'Jimmy Neutron: Boy Genius',80936232
2008,25000000,'Cloverfield',80048433
2010,25000000,'Dear John',80014842
1991,25000000,'Teenage Mutant Ninja Turtles II: The Secret of the Ooze',78656813
2012,25000000,'Parental Guidance',77267296
1987,25000000,'The Untouchables',76270454
2007,25000000,'No Country for Old Men',74273505
2001,25000000,'Bridget Jones's Diary',71500556
2000,25000000,'Chocolat',71309760
2011,25000000,'No Strings Attached',70662220
2012,25000000,'Contraband',66528000
2012,25000000,'The Lucky One',60457138
1993,25000000,'Tombstone',56505065
2000,25000000,'Romeo Must Die',55973336
2006,25000000,'The Omen',54607383
2006,25000000,'Final Destination 3',54098051
2013,25000000,'Tyler Perry's A Madea Christmas',52543354
2004,25000000,'Finding Neverland',51676606
2012,25000000,'The Grey',51580136
2005,25000000,'Hide and Seek',51100486
2008,25000000,'The House Bunny',48237389
2003,25000000,'Agent Cody Banks',47545060
2006,25000000,'Nanny McPhee',47279279
1990,25000000,'Goodfellas',46743809
2014,25000000,'The Giver',45090374
1983,25000000,'Scarface',44942821
1997,25000000,'Nothing To Lose',44480039
1987,25000000,'The Last Emperor',43984000
2002,25000000,'The Hours',41675994
1997,25000000,'Money Talks',41076865
2007,25000000,'There Will Be Blood',40222514
2002,25000000,'The Wild Thornberrys Movie',40108697
2003,25000000,'Rugrats Go Wild',39402572
2005,25000000,'The Sisterhood of the Traveling Pants',39053061
2002,25000000,'Undercover Brother',38230435
2013,25000000,'August:  Osage County',37738810
2001,25000000,'Kiss of the Dragon',36833473
2014,25000000,'Million Dollar Arm',36447959
2005,25000000,'Beauty Shop',36351350
2003,25000000,'What a Girl Wants',35990505
2003,25000000,'Jeepers Creepers II',35623801
2007,25000000,'Good Luck Chuck',35017297
2003,25000000,'Cradle 2 the Grave',34657731
2006,25000000,'She's the Man',33889159
2014,25000000,'The Gambler',33680992
2007,25000000,'Mr. Bean's Holiday',33302167
1998,25000000,'Bride of Chucky',32404188
2007,25000000,'August Rush',31664162
2004,25000000,'Anacondas: The Hunt for the Blood Orchid',31526393
2011,25000000,'The Sitter',30542576
1998,25000000,'Elizabeth',30082699
1970,25000000,'Tora, Tora, Tora'',29548291
1998,25000000,'Spice World',29342592
2014,25000000,'Draft Day',28842237
1994,25000000,'The Shawshank Redemption',28241469
2009,25000000,'Dance Flick',25662155
2001,25000000,'Crocodile Dundee in Los Angeles',25590119
1996,25000000,'Kingpin',25023424
2005,25000000,'Ice Princess',24381334
2011,25000000,'Don't Be Afraid of the Dark',24046682
2010,25000000,'The Losers',23591432
2007,25000000,'War',22486409
1995,25000000,'Don Juan DeMarco',22032635
2005,25000000,'A Lot Like Love',21835784
1998,25000000,'He Got Game',21567853
2011,25000000,'The Eagle',19490041
2015,25000000,'Shaun the Sheep',19375982
2011,25000000,'Shark Night 3D',18877153
2002,25000000,'Punch-Drunk Love',17791031
2004,25000000,'Eurotrip',17718223
2008,25000000,'The Ruins',17432844
2013,25000000,'The Counselor',16973715
2006,25000000,'Unaccompanied Minors',16655224
1988,25000000,'Bright Lights, Big City'',16118077
2002,25000000,'Half Past Dead',15567860
1986,25000000,'Legend',15502112
1996,25000000,'The Adventures of Pinocchio',15382170
2005,25000000,'The Greatest Game Ever Played',15331289
2009,25000000,'The Box',15051977
2000,25000000,'The Next Best Thing',14983572
2010,25000000,'My Soul to Take',14744435
2004,25000000,'The Girl Next Door',14589444
2008,25000000,'Fly Me To the Moon',14543943
1996,25000000,'Maximum Risk',14102929
2002,25000000,'Stealing Harvard',13973532
2007,25000000,'Hot Rod',13938332
2011,25000000,'Warrior',13657115
1999,25000000,'Angela's Ashes',13038660
2012,25000000,'Cirque du Soleil: Worlds Away',12512862
2015,25000000,'The 33',12227722
1985,25000000,'Lifeforce',11603545
2011,25000000,'The Conspirator',11538204
2002,25000000,'The Powerpuff Girls',11411644
2005,25000000,'The Lords of Dogtown',11273517
1986,25000000,'Big Trouble in Little China',11100000
1996,25000000,'Michael Collins',11092559
2008,25000000,'Stop-Loss',10915744
1993,25000000,'Gettysburg',10731997
2002,25000000,'Abandon',10719367
2011,25000000,'Straw Dogs',10324441
1999,25000000,'Brokedown Palace',10115014
2002,25000000,'Possession',10103647
1996,25000000,'Mrs. Winterbourne',10039566
1991,25000000,'Stone Cold',9286314
2009,25000000,'The Road',8114270
2007,25000000,'The Hoax',7164995
1984,25000000,'Sheena',5778353
2005,25000000,'Underclassman',5654777
2001,25000000,'Say It Isn't So',5516708
2005,25000000,'The World's Fastest Indian',5128124
2008,25000000,'Deception',4598506
1995,25000000,'Tank Girl',4064333
2005,25000000,'King's Ransom',4008527
2008,25000000,'Blindness',3073392
2011,25000000,'Carnage',2546747
2006,25000000,'BloodRayne',2405420
2009,25000000,'Bad Lieutenant: Port of Call New Orleans',1702112
2016,25000000,'Jane Got a Gun',1513793
2009,25000000,'Me and Orson Welles',1190003
2005,25000000,'Venom',881745
2005,25000000,'Where the Truth Lies',872142
1998,25000000,'Without Limits',780326
2012,25000000,'On the Road',720828
2012,25000000,'Les petits mouchoirs',205505
2010,25000000,'Love Ranch',137885
2015,25000000,'Yi ge ren de wu lin',129115
2010,25000000,'Sammy's avonturen: De geheime doorgang',0
2010,25000000,'Belka i Strelka. Zvezdnye sobaki',0
2011,25000000,'La v\xc3\x83\xc2\xa9ritable histoire du Chat Bott\xc3\x83\xc2\xa9',0
2011,25000000,'Ironclad',0
2015,25000000,'Red Sky',0
1970,25000000,'Waterloo',0
2014,25000000,'The Adventurer: The Curse of the Midas Box',0
2017,25000000,'Tulip Fever',0
2016,25000000,'Reagan',0
2012,24200000,'Dangerous Liaisons',17000
1986,24000000,'Star Trek IV: The Voyage Home',109713132
1997,24000000,'Scream 2',101363301
2003,24000000,'Old School',75155000
2006,24000000,'Rocky Balboa',70269899
2014,24000000,'Think Like a Man Too',65028687
2000,24000000,'The Whole Nine Yards',57262492
2011,24000000,'Footloose',51802742
1991,24000000,'Point Break',43218387
1991,24000000,'The Fisher King',41798224
1998,24000000,'I Still Know What You Did Last Summer',40020622
1969,24000000,'Hello, Dolly'',33208099
2000,24000000,'Return to Me',32662299
2009,24000000,'The Men Who Stare at Goats',32428195
2008,24000000,'Zack and Miri Make a Porno',31457946
2001,24000000,'Double Take',29823162
1999,24000000,'Girl, Interrupted'',28871190
2000,24000000,'Nurse Betty',25170054
2010,24000000,'Piranha 3D',25003155
2010,24000000,'Faster',23240020
2004,24000000,'Win a Date with Tad Hamilton!',16980098
1999,24000000,'Muppets From Space',16304786
1978,24000000,'The Wiz',13000000
2000,24000000,'Ready to Rumble',12372410
2011,24000000,'I Don't Know How She Does It',9659074
1999,24000000,'Play it to the Bone',8427204
2004,24000000,'Beyond the Sea',6144806
2005,24000000,'Hauru no ugoku shiro',4710455
1998,24000000,'Meet the Deedles',4356126
1995,24000000,'The Princess and the Cobbler',669276
2005,24000000,'The Bridge of San Luis Rey',49981
2009,23600000,'Zombieland',75590286
1980,23000000,'Star Wars Ep. V: The Empire Strikes Back',290271960
1998,23000000,'The Waterboy',161491646
1991,23000000,'The Naked Gun 2\xc3\x82\xc2\xbd: The Smell of Fear',86930411
1995,23000000,'Bad Boys',65647413
2000,23000000,'Final Destination',53302314
1976,23000000,'King Kong',52614445
2011,23000000,'The Ides of March',40962534
2000,23000000,'Pitch Black',39235088
2001,23000000,'Someone Like You',27338033
2013,23000000,'Her',25568251
2001,23000000,'Joy Ride',21973182
2012,23000000,'Haywire',18942396
1999,23000000,'Anywhere But Here',18653615
2004,23000000,'Vanity Fair',16123851
2016,23000000,'Eddie the Eagle',15789389
1987,23000000,'Jaws 4: The Revenge',15728335
2000,23000000,'The Crew',13019253
1996,23000000,'Marvin's Room',12803305
2004,23000000,'Chasing Liberty',12189514
2008,23000000,'The Longshots',11511323
1999,23000000,'The End of the Affair',10660147
1991,23000000,'Harley Davidson and the Marlboro Man',7018525
2007,23000000,'In the Valley of Elah',6777741
2009,23000000,'Coco avant Chanel',6113834
2009,23000000,'Cheri',2715657
2013,23000000,'Redemption',36686
2008,23000000,'Rogue',10452
2009,23000000,'Shi Yue Wei Cheng',0
1987,22700000,'Spaceballs',38119483
2007,22500000,'1408',71985628
2015,22500000,'The Water Diviner',4200117
1990,22000000,'Ghost',217631306
1998,22000000,'There's Something About Mary',176484651
1994,22000000,'The Santa Clause',144833357
2007,22000000,'The Game Plan',90648202
2002,22000000,'The Rookie',75600072
1995,22000000,'The Bridges of Madison County',71516617
2014,22000000,'Son of God',59700064
2001,22000000,'The Animal',55762229
2014,22000000,'The Hundred-Foot Journey',54235441
1982,22000000,'Gandhi',52767889
2003,22000000,'Underworld',51970690
1995,22000000,'The Net',50621733
2012,22000000,'Diary of a Wimpy Kid: Dog Days',49008662
2001,22000000,'I Am Sam',40270895
2005,22000000,'Derailed',36020063
2009,22000000,'The Informant!',33316821
2013,22000000,'Delivery Man',30659817
2016,22000000,'Hail, Caesar!'',30080225
2001,22000000,'Jay and Silent Bob Strike Back',30059386
1993,22000000,'Shadowlands',25842377
2008,22000000,'Traitor',23530831
2005,22000000,'Deuce Bigalow: European Gigolo',22400154
2008,22000000,'Mad Money',20668843
2013,22000000,'Homefront',20158492
2008,22000000,'Igor',19528602
2001,22000000,'Saving Silverman',19351569
1999,22000000,'Summer of Sam',19288130
2001,22000000,'The Glass House',17951431
2015,22000000,'The Transporter Refueled',16029670
1980,22000000,'The Island',15716828
2001,22000000,'Josie and the Pussycats',14252830
2012,22000000,'Hit & Run',13749300
2000,22000000,'The Little Vampire',13555988
2004,22000000,'I Heart Huckabees',12784713
2013,22000000,'Out of the Furnace',11330849
1993,22000000,'RoboCop 3',10696210
1999,22000000,'Dudley Do-Right',9818792
2001,22000000,'Megiddo: Omega Code 2',6047691
1970,22000000,'Darling Lili',5000000
2005,22000000,'The Libertine',4835065
2007,22000000,'Zwartboek',4398532
2014,22000000,'Before I Go to Sleep',3242457
2010,22000000,'Stone',1810078
2006,22000000,'Joyeux No\xc3\x83\xc2\xabl',1054361
2013,22000000,'Metegol',0
2016,22000000,'The Butterfly God',0
1977,21600000,'Sorcerer',12000000
2007,21600000,'Moli\xc3\x83\xc2\xa8re',635733
2007,21500000,'Michael Clayton',49033882
1999,21500000,'Arlington Road',24419219
1996,21500000,'My Fellow Americans',22331846
2012,21500000,'To Rome with Love',16684352
2012,21000000,'Silver Linings Playbook',132092958
1999,21000000,'South Park: Bigger, Longer & Uncut'',52037603
1982,21000000,'Firefox',45785720
2010,21000000,'Death at a Funeral',42739347
1993,21000000,'Teenage Mutant Ninja Turtles III',42273609
2001,21000000,'Hardball',40222729
2010,21000000,'For Colored Girls',37729698
2007,21000000,'Freedom Writers',36605602
2002,21000000,'The Transporter',25296447
2008,21000000,'Never Back Down',24850922
2011,21000000,'Tinker Tailor Soldier Spy',24149393
1999,21000000,'The Bachelor',21731001
1999,21000000,'The Rage: Carrie 2',17760244
2008,21000000,'Swing Vote',16289867
2009,21000000,'Away We Go',9451946
2002,21000000,'Moonlight Mile',6830957
2011,21000000,'The Beaver',970816
1999,21000000,'Molly',17396
2015,21000000,'Bitter Harvest',0
1999,20700000,'eXistenZ',2840417
1982,20500000,'The Best Little Whorehouse in Texas',69701637
2006,20500000,'Pulse',20264436
1981,20000000,'Raiders of the Lost Ark',248159971
1991,20000000,'Beauty and the Beast',218951625
1992,20000000,'Home Alone 2: Lost in New York',173585516
1977,20000000,'Close Encounters of the Third Kind',166000000
1987,20000000,'Beverly Hills Cop II',153665036
2013,20000000,'The Conjuring',137400141
2003,20000000,'Bringing Down the House',132675402
1991,20000000,'The Silence of the Lambs',130726716
1992,20000000,'Wayne's World',121697323
2010,20000000,'Jackass 3D',117229692
1978,20000000,'Jaws 2',102922376
2008,20000000,'Beverly Hills Chihuahua',94514402
2014,20000000,'Tammy',84525432
2005,20000000,'Are We There Yet?',82674398
2011,20000000,'The Descendants',82624961
2003,20000000,'School of Rock',81261177
2007,20000000,'Disturbia',80818974
1995,20000000,'Mortal Kombat',70433227
2004,20000000,'White Chicks',69148997
2009,20000000,'Obsessed',68261644
2003,20000000,'Holes',67383924
2012,20000000,'Tyler Perry's Madea's Witness Protection',65653242
